user_message,bot_response,label,language,user_topic,bot_topic
shipped order cancel karne ke liye direct delivery reject kar sakte h kya?,"Ji ha, delivery time par courier partner ko delivery lene se मना kar dein, product return hote hi order cancel ho jayega.",CORRECT,hinglish,cancellation,cancellation
The courier marked delivery attempted without ringing my door bell.,You can change your account password anytime under the Security tab.,INTENT_MISMATCH,english,delivery,account
bhai no cost EMI selection me extra interest add ho rha h kyo?,No Cost EMI facility completely charge-free hai aur koi extra hidden interest nahi hota.,INTENT_MISMATCH,hinglish,payment,payment
Does this fitness band support heart rate monitoring during swimming?,"Yes, it is 5ATM water resistant and continuously tracks heart rate during swimming activities.",CORRECT,english,product,product
wrong product return accept ho gaya h money bank account me direct aayegi ya wallet me?,Refund aapke original payment source (bank account/UPI) me direct credit kiya jayega.,CORRECT,hinglish,refund,refund
I want to remove my secondary recovery phone number from account security,Your total refund amount of $45.00 has been credited to your store wallet.,INTENT_MISMATCH,english,account,refund
yar mera order #49201 abhi tak nahi aaya kab tak aayega?,Aapka parcel out for delivery hai aur delivery agent aaj shaam 7 PM tak deliver kar dega.,CORRECT,hinglish,delivery,delivery
bhai tracking me status in transit dikha raha h actual delivery time kya hai?,Aapka order local facility pahuche chuka hai aur kal dopahar 2 PM tak deliver hone ki ummeed hai.,CORRECT,hinglish,delivery,delivery
kya mera parcel aaj receive ho jayega?,"Ji haan, aapka package aaj out for delivery hai aur delivery executive 5 PM se pehle pahuchega.",CORRECT,hinglish,delivery,delivery
delivery boy abhi tak nahi aaya kahan tak pahuncha order?,"Delivery executive aapke route par hi hai, agle 30-45 minutes me aapko call karega.",CORRECT,hinglish,delivery,delivery
mera shoes waala parcel kab tak pahunch raha h?,Shoes order #88391 dispatch ho chuka hai aur Thursday tak aapke address par deliver ho jayega.,CORRECT,hinglish,delivery,delivery
plz batao mera item kahan ruka hua h tracking move nahi ho rahi,System me live update ke mutabiq package nearest hub par scanning stage me hai aur aaj raat tak nikal jayega.,CORRECT,hinglish,delivery,delivery
expected delivery date kya hai order #10928 ki?,Order #10928 ki estimated delivery date 18th September hai.,CORRECT,hinglish,delivery,delivery
aaj Sunday ko delivery milegi kya?,"Ji haan, delivery partner Sunday ko bhi work kar raha hai aur aapka order aaj shaam tak mil jayega.",CORRECT,hinglish,delivery,delivery
bhai mere order ka live location check karke batana,"Delivery executive aapke pincode me hi dispatch area me hai, lagbhag 1 hour me reach karega.",CORRECT,hinglish,delivery,delivery
kya order lunch se pehle aa jayega?,Aapka package morning slot me assigned hai aur 1 PM se pehle deliver ho jayega.,CORRECT,hinglish,delivery,delivery
Where is my order right now? Order ID #77291,Order #77291 is currently out for delivery and should arrive at your doorstep by 4:00 PM today.,CORRECT,english,delivery,delivery
Can you check the estimated arrival time for my package?,Your package is currently in transit and is scheduled to be delivered tomorrow between 10:00 AM and 2:00 PM.,CORRECT,english,delivery,delivery
Is my order coming today or has it been delayed?,Good news! Your order is on track for delivery today and is expected to arrive by 6:00 PM.,CORRECT,english,delivery,delivery
"Tracking hasn't updated since morning, when will it get delivered?",The shipment has reached your local delivery hub and will be dispatched for final delivery shortly.,CORRECT,english,delivery,delivery
When can I expect the delivery driver to arrive?,The delivery agent is out on their route and is estimated to reach your location within the next 2 hours.,CORRECT,english,delivery,delivery
Has my package left the warehouse yet?,"Yes, your package left our fulfillment facility this morning and is heading to your city's sorting hub.",CORRECT,english,delivery,delivery
Any updates on order status #33910?,Order #33910 is currently loaded for delivery and should reach you before end of day today.,CORRECT,english,delivery,delivery
Will I get my parcel before 5 PM?,"Your package is in the morning delivery batch, so it should arrive well before 5:00 PM.",CORRECT,english,delivery,delivery
"I haven't received my delivery confirmation yet, where is my item?",Your order is actively in transit and is expected to be delivered by Friday evening.,CORRECT,english,delivery,delivery
Could you tell me if my delivery is still scheduled for today?,"Yes, your delivery is confirmed for today. The courier agent will contact you shortly prior to arrival.",CORRECT,english,delivery,delivery
